Id,Sales
1,5084.43203883
2,8224.9368932
3,9583.2047619
4,6497.37799043
5,6942.09223301
6,5891.70813397
7,8552.3028169
8,8552.3028169
9,5906.80833333
10,5906.80833333
11,7468.20095694
12,8578.51941748
13,7304.93809524
14,8507.36708861
15,6372.50485437
16,5128.63125
17,6309.79126214
18,10540.5873786
19,12163.695
20,10720.0097087
21,7824.46116505
22,5663.17475728
23,6481.63636364
24,4861.21118012
25,8878.15048544
26,10994.3592233
27,9725.31055901
28,6514.05339806
29,5597.63106796
30,5087.57281553
31,5688.11180124
32,11410.4126214
33,7874.50485437
34,6002.65833333
35,6002.65833333
36,8093.14354067
37,4312.93779904
38,7945.07281553
39,4764.97087379
40,7282.36024845
41,8295.40993789
42,5958.8708134
43,7862.89805825
44,6849.35185185
45,5081.48543689
46,7292.5776699
47,7841.25837321
48,11627.723301
49,6614.29126214
50,8866.75242718
51,7791.44019139
52,10344.0825243
53,7210.54589372
54,10327.461165
55,5250.25806452
56,5250.25806452
57,6772.59708738
58,6382.19138756
59,9677.53703704
60,8391.5776699
61,6087.98058252
62,8193.39805825
63,7016.93167702
64,10641.2864078
65,4279.7815534
66,14136.868932
67,5367.01456311
68,6449.9689441
69,9072.62621359
70,6084.74879227
71,6783.29126214
72,7078.2961165
73,8027.50970874
74,5550.62589928
75,5593.26851852
76,7880.38961039
77,7880.38961039
78,7880.38961039
79,5017.345
80,7566.81818182
81,11390.1801242
82,6966.25358852
83,4908.6937799
84,7640.83495146
85,6302.57416268
86,7452.9378882
87,7328.18518519
88,4424.55825243
89,8419.56937799
90,6501.94258373
91,7918.55339806
92,7164.22857143
93,5008.43203883
94,7408.58252427
95,5911.83333333
96,8070.03883495
97,10108.689441
98,5560.58252427
99,5708.77184466
100,6781.50931677
101,6314.84892086
102,6189.25925926
103,9025.52795031
104,7413.54658385
105,8132.3592233
106,6179.76213592
107,5057.78640777
108,7068.99514563
109,8737.73291925
110,9332.01898734
111,8537.44117647
112,8537.44117647
113,6460.9068323
114,9214.16746411
115,6561.23786408
116,8614.47572816
117,9506.53883495
118,7534.64814815
119,10719.9805825
120,8411.71900826
121,8411.71900826
122,6479.09708738
123,7734.39320388
124,8724.61165049
125,7103.72222222
126,4512.61490683
127,6175.90776699
128,8664.78640777
129,7719.09452736
130,5590.54854369
131,9367.24757282
132,7163.2484472
133,6042.87962963
134,6190.79577465
135,5976.46116505
136,8006.17266187
137,7924.28169014
138,7667.94495413
139,5814.50970874
140,5117.50314465
141,7212.51941748
142,4191.74534161
143,6794.92344498
144,5606.52912621
145,9879.90776699
146,7763.57142857
147,6985.85714286
148,9488.92546584
149,5518.54074074
150,5355.23703704
151,11654.0
152,7967.89473684
153,8841.96601942
154,8367.36893204
155,5926.72330097
156,6466.10679612
157,5936.93167702
158,8097.06796117
159,12304.2200957
160,6477.7
161,3726.04854369
162,5466.61244019
163,9012.29126214
164,9941.86407767
165,7258.55279503
166,7884.33009709
