Id,Sales
1,6824.90635452
2,7052.36120401
3,7979.61516854
4,9846.42307692
5,0.0
6,6835.93859649
7,6674.81818182
8,6271.11034483
9,5585.06896552
10,5321.65925926
11,5520.73103448
12,0.0
13,6835.93859649
14,7349.30718954
15,7136.10460251
16,7633.50204082
17,8588.1754386
18,10455.9615385
19,0.0
20,6835.93859649
21,7020.34677419
22,6353.59808612
23,6353.59808612
24,6353.59808612
25,6353.59808612
26,0.0
27,6835.93859649
28,7349.30718954
29,7136.10460251
30,7633.50204082
31,8588.1754386
32,10455.9615385
33,0.0
34,6835.93859649
35,7020.34677419
36,6353.59808612
37,6353.59808612
38,6353.59808612
39,6353.59808612
40,0.0
41,6835.93859649
42,7349.30718954
43,7136.10460251
44,7633.50204082
45,8588.1754386
46,10455.9615385
47,0.0
48,6835.93859649
49,6920.7037037
50,7364.43442623
51,7979.61516854
52,9846.42307692
53,0.0
54,6835.93859649
55,6674.81818182
56,6271.11034483
57,5585.06896552
58,5321.65925926
59,5520.73103448
60,0.0
61,6835.93859649
62,7606.42857143
63,6920.7037037
64,7364.43442623
65,7979.61516854
66,9846.42307692
67,0.0
68,6835.93859649
69,6674.81818182
70,6271.11034483
71,5585.06896552
72,5321.65925926
73,5520.73103448
74,0.0
75,6835.93859649
76,7606.42857143
77,6920.7037037
78,7364.43442623
79,7979.61516854
80,9846.42307692
81,0.0
82,6835.93859649
83,6674.81818182
84,6271.11034483
85,5585.06896552
86,6353.59808612
87,6353.59808612
88,0.0
89,6835.93859649
90,7197.09401709
91,6920.7037037
92,7364.43442623
93,8588.1754386
94,10455.9615385
95,0.0
96,6835.93859649
97,6923.44936709
98,7364.43442623
99,7979.61516854
100,9229.45244957
101,0.0
102,5460.11180124
103,5659.05990783
104,5508.35602094
105,4976.63959391
106,4833.19653179
107,4833.19653179
108,0.0
109,5460.11180124
110,7606.42857143
111,6923.44936709
112,7364.43442623
113,7979.61516854
114,9229.45244957
115,0.0
116,5460.11180124
117,6019.15662651
118,5772.41964286
119,5433.04424779
120,5433.04424779
121,5433.04424779
122,0.0
123,5460.11180124
124,7197.09401709
125,6923.44936709
126,7364.43442623
127,8588.1754386
128,9906.91052632
129,0.0
130,5460.11180124
131,6019.15662651
132,5772.41964286
133,5433.04424779
134,5433.04424779
135,5433.04424779
136,0.0
137,5460.11180124
138,7197.09401709
139,6923.44936709
140,7364.43442623
141,8588.1754386
142,9906.91052632
143,0.0
144,5460.11180124
145,6920.7037037
146,7364.43442623
147,7979.61516854
148,9846.42307692
149,0.0
150,6835.93859649
151,6674.81818182
152,6271.11034483
153,5585.06896552
154,5321.65925926
155,5520.73103448
156,0.0
157,6835.93859649
158,7606.42857143
159,6920.7037037
160,7364.43442623
161,7979.61516854
162,9846.42307692
163,0.0
164,6835.93859649
165,7020.34677419
166,6353.59808612
167,6353.59808612
168,6353.59808612
169,6353.59808612
170,0.0
171,6835.93859649
172,7197.09401709
173,6920.7037037
174,7364.43442623
175,8588.1754386
176,10455.9615385
177,0.0
178,6835.93859649
179,7020.34677419
180,6353.59808612
181,6353.59808612
182,6353.59808612
183,6353.59808612
184,0.0
185,6835.93859649
186,7197.09401709
187,6920.7037037
188,7364.43442623
189,8588.1754386
190,10455.9615385
191,0.0
192,6835.93859649
193,6923.44936709
194,7364.43442623
195,7979.61516854
196,9229.45244957
197,0.0
198,5460.11180124
199,5659.05990783
200,5508.35602094
201,4976.63959391
202,4833.19653179
203,4833.19653179
204,0.0
205,5460.11180124
206,7606.42857143
207,6923.44936709
208,7364.43442623
209,7979.61516854
210,9229.45244957
211,0.0
212,5460.11180124
213,5659.05990783
214,5508.35602094
215,4976.63959391
216,4833.19653179
217,4833.19653179
218,0.0
219,5460.11180124
220,7606.42857143
221,6923.44936709
222,7364.43442623
223,7979.61516854
224,9229.45244957
225,0.0
226,5460.11180124
227,5659.05990783
228,5508.35602094
229,4976.63959391
230,5433.04424779
231,5433.04424779
232,0.0
233,5460.11180124
234,7197.09401709
235,6923.44936709
236,7364.43442623
237,8588.1754386
238,9906.91052632
239,0.0
240,5460.11180124
241,6920.7037037
242,7364.43442623
243,7979.61516854
244,9846.42307692
245,0.0
246,6835.93859649
247,6674.81818182
248,6271.11034483
249,5585.06896552
250,5321.65925926
251,5520.73103448
252,0.0
253,6835.93859649
254,7606.42857143
255,6920.7037037
256,7364.43442623
257,8588.1754386
258,10455.9615385
259,0.0
260,6835.93859649
261,7020.34677419
262,6353.59808612
263,6353.59808612
264,6353.59808612
265,6353.59808612
266,0.0
267,6835.93859649
268,7197.09401709
269,6920.7037037
270,7364.43442623
271,8588.1754386
272,10455.9615385
273,0.0
274,6835.93859649
275,7020.34677419
276,6353.59808612
277,6353.59808612
278,6353.59808612
279,6353.59808612
280,0.0
281,6835.93859649
282,7197.09401709
283,6920.7037037
284,7364.43442623
285,8588.1754386
286,10455.9615385
287,0.0
288,6835.93859649
289,6923.44936709
290,7364.43442623
291,7979.61516854
292,9229.45244957
293,0.0
294,5460.11180124
295,5659.05990783
296,5508.35602094
297,4976.63959391
298,4833.19653179
299,4833.19653179
300,0.0
301,5460.11180124
302,7606.42857143
303,6923.44936709
304,7364.43442623
305,7979.61516854
306,9229.45244957
307,0.0
308,5460.11180124
309,6019.15662651
310,5772.41964286
311,5433.04424779
312,5433.04424779
313,5433.04424779
314,0.0
315,5460.11180124
316,7197.09401709
317,6923.44936709
318,7364.43442623
319,8588.1754386
320,9906.91052632
321,0.0
322,5460.11180124
323,6019.15662651
324,5772.41964286
325,5433.04424779
326,5433.04424779
327,5433.04424779
328,0.0
329,5460.11180124
330,7197.09401709
331,6923.44936709
332,7364.43442623
333,8588.1754386
334,9906.91052632
335,0.0
336,5460.11180124
337,6923.44936709
338,7364.43442623
339,7979.61516854
340,9229.45244957
341,0.0
342,5460.11180124
343,5659.05990783
344,5508.35602094
345,4976.63959391
346,4833.19653179
347,4833.19653179
348,0.0
349,5460.11180124
350,7606.42857143
351,6923.44936709
352,7364.43442623
353,7979.61516854
