"Id","Sales"
1,5773.82
2,5773.82
3,5773.82
4,5773.82
5,5773.82
6,5773.82
7,5773.82
8,5773.82
9,5773.82
10,5773.82
11,5773.82
12,5773.82
13,5773.82
14,5773.82
15,5773.82
16,5773.82
17,5773.82
18,5773.82
19,5773.82
20,5773.82
21,5773.82
22,5773.82
23,5773.82
24,5773.82
25,5773.82
26,5773.82
27,5773.82
28,5773.82
29,5773.82
30,5773.82
31,5773.82
32,5773.82
33,5773.82
34,5773.82
35,5773.82
36,5773.82
37,5773.82
38,5773.82
39,5773.82
40,5773.82
41,5773.82
42,5773.82
43,5773.82
44,5773.82
45,5773.82
46,5773.82
47,5773.82
48,5773.82
49,5773.82
50,5773.82
51,5773.82
52,5773.82
53,5773.82
54,5773.82
55,5773.82
56,5773.82
57,5773.82
58,5773.82
59,5773.82
60,5773.82
61,5773.82
62,5773.82
63,5773.82
64,5773.82
65,5773.82
66,5773.82
67,5773.82
68,5773.82
69,5773.82
70,5773.82
71,5773.82
72,5773.82
73,5773.82
74,5773.82
75,5773.82
76,5773.82
77,5773.82
78,5773.82
79,5773.82
80,5773.82
81,5773.82
82,5773.82
83,5773.82
84,5773.82
85,5773.82
86,5773.82
87,5773.82
88,5773.82
89,5773.82
90,5773.82
91,5773.82
92,5773.82
93,5773.82
94,5773.82
95,5773.82
96,5773.82
97,5773.82
98,5773.82
99,5773.82
100,5773.82
101,5773.82
102,5773.82
103,5773.82
104,5773.82
105,5773.82
106,5773.82
107,5773.82
108,5773.82
109,5773.82
110,5773.82
111,5773.82
112,5773.82
113,5773.82
114,5773.82
115,5773.82
116,5773.82
117,5773.82
118,5773.82
119,5773.82
120,5773.82
121,5773.82
122,5773.82
123,5773.82
124,5773.82
125,5773.82
126,5773.82
127,5773.82
128,5773.82
129,5773.82
130,5773.82
131,5773.82
132,5773.82
133,5773.82
134,5773.82
135,5773.82
136,5773.82
137,5773.82
138,5773.82
139,5773.82
140,5773.82
141,5773.82
142,5773.82
143,5773.82
144,5773.82
145,5773.82
146,5773.82
147,5773.82
148,5773.82
149,5773.82
150,5773.82
151,5773.82
152,5773.82
153,5773.82
154,5773.82
155,5773.82
156,5773.82
157,5773.82
158,5773.82
159,5773.82
160,5773.82
161,5773.82
162,5773.82
163,5773.82
164,5773.82
165,5773.82
166,5773.82
167,5773.82
168,5773.82
169,5773.82
170,5773.82
171,5773.82
172,5773.82
173,5773.82
174,5773.82
175,5773.82
176,5773.82
177,5773.82
178,5773.82
179,5773.82
180,5773.82
181,5773.82
182,5773.82
183,5773.82
184,5773.82
185,5773.82
186,5773.82
187,5773.82
188,5773.82
189,5773.82
190,5773.82
191,5773.82
192,5773.82
193,5773.82
194,5773.82
195,5773.82
196,5773.82
197,5773.82
198,5773.82
199,5773.82
200,5773.82
201,5773.82
202,5773.82
203,5773.82
204,5773.82
205,5773.82
206,5773.82
207,5773.82
208,5773.82
