Id,Sales
1,7656.85759893
2,7824.62508765
3,8445.44581973
4,7824.62508765
5,8445.44581973
6,7824.62508765
7,8445.44581973
8,8445.44581973
9,7572.97385456
10,7824.62508765
11,8193.79458664
12,8445.44581973
13,8445.44581973
14,7572.97385456
15,8277.678331
16,7824.62508765
17,7572.97385456
18,8445.44581973
19,7656.85759893
20,7824.62508765
21,8193.79458664
22,7824.62508765
23,8193.79458664
24,7824.62508765
25,8445.44581973
26,8193.79458664
27,8445.44581973
28,7572.97385456
29,7824.62508765
30,7824.62508765
31,8193.79458664
32,8445.44581973
33,7572.97385456
34,7572.97385456
35,7656.85759893
36,8445.44581973
37,7824.62508765
38,8193.79458664
39,7572.97385456
40,8445.44581973
41,8193.79458664
42,8445.44581973
43,8193.79458664
44,8445.44581973
45,8445.44581973
46,7824.62508765
47,8277.678331
48,8193.79458664
49,7572.97385456
50,8445.44581973
51,8445.44581973
52,8277.678331
53,8277.678331
54,7824.62508765
55,7824.62508765
56,8445.44581973
57,7824.62508765
58,8193.79458664
59,8193.79458664
60,8193.79458664
61,7824.62508765
62,7572.97385456
63,7824.62508765
64,7824.62508765
65,7824.62508765
66,8445.44581973
67,7824.62508765
68,7824.62508765
69,7824.62508765
70,7656.85759893
71,7656.85759893
72,7824.62508765
73,8193.79458664
74,8193.79458664
75,8277.678331
76,7572.97385456
77,8193.79458664
78,7824.62508765
79,8445.44581973
80,7824.62508765
81,8193.79458664
82,8445.44581973
83,8445.44581973
84,8193.79458664
85,7824.62508765
86,8193.79458664
87,8193.79458664
88,7824.62508765
89,8193.79458664
90,8445.44581973
91,7572.97385456
92,8445.44581973
93,7824.62508765
94,7572.97385456
95,7572.97385456
96,8193.79458664
97,7824.62508765
98,7656.85759893
99,7656.85759893
100,8193.79458664
101,7572.97385456
102,8445.44581973
103,7824.62508765
104,7824.62508765
105,8445.44581973
106,8277.678331
107,7824.62508765
108,7572.97385456
109,8445.44581973
110,7824.62508765
111,8193.79458664
112,8193.79458664
113,7572.97385456
114,8277.678331
115,7824.62508765
116,7824.62508765
117,8193.79458664
118,7572.97385456
119,8445.44581973
120,8193.79458664
121,7572.97385456
122,8193.79458664
123,8445.44581973
124,8193.79458664
125,7824.62508765
126,7824.62508765
127,8445.44581973
128,7824.62508765
129,7572.97385456
130,7824.62508765
131,7824.62508765
132,7824.62508765
133,7824.62508765
134,7656.85759893
135,7824.62508765
136,8445.44581973
137,7572.97385456
138,7824.62508765
139,8193.79458664
140,7824.62508765
141,8193.79458664
142,7824.62508765
143,8445.44581973
144,7572.97385456
145,7572.97385456
146,7824.62508765
147,7824.62508765
148,8193.79458664
149,7824.62508765
150,8193.79458664
151,8445.44581973
152,7656.85759893
153,8193.79458664
154,7824.62508765
155,7572.97385456
156,8193.79458664
157,7824.62508765
158,8445.44581973
159,7824.62508765
160,8445.44581973
161,7572.97385456
162,8445.44581973
163,8193.79458664
164,7572.97385456
165,7572.97385456
166,7656.85759893
167,7656.85759893
168,8445.44581973
169,7824.62508765
170,7824.62508765
171,8193.79458664
172,8193.79458664
173,7824.62508765
174,7824.62508765
175,8193.79458664
176,8193.79458664
177,8193.79458664
178,8193.79458664
179,7824.62508765
180,7572.97385456
181,7824.62508765
182,7824.62508765
183,8193.79458664
184,8193.79458664
185,7572.97385456
